zip_code,2011_MHI,2012_MHI,2013_MHI,2014_MHI,2015_MHI,2016_MHI,2017_MHI,2018_MHI,2019_MHI
00601,13318,13495,12041,10833,10816,11507,11757,13092,14361
00602,14947,15106,15663,16353,16079,15511,16190,16358,16807
00603,14437,15079,15485,16323,16804,16681,16645,16603,16049
00606,11155,12098,15019,14138,12512,11648,13387,12832,12119
00610,16367,16923,16707,17265,17475,17751,18741,19309,19898
00612,17899,18111,17848,17752,17229,17208,17744,18171,18741
00616,15491,16279,15342,15115,13705,14490,14918,16018,17007
00617,16306,15114,14982,15461,15361,15645,17157,16735,16984
00622,11871,12059,14281,14993,15689,16784,16727,15206,14615
00623,16163,16447,17389,17044,16593,17134,16401,16280,17130
00624,14475,15500,14768,15467,15573,16764,16832,17578,16701
00627,16899,17762,19527,19490,17532,17206,17579,16831,17000
00631,10595,11651,11596,9613,7854,7948,9632,9681,10244
00637,15401,15882,16430,14977,14767,14877,15736,16887,17405
00638,14061,13735,13860,12588,12722,12486,14448,14916,16843
00641,14051,14620,14924,15542,16022,16181,16292,16795,15792
00646,27701,28530,28306,27924,26861,27967,29160,29320,30573
00647,12560,14533,13925,13668,13764,13312,13071,13674,14223
00650,15840,16166,16133,15090,14611,15807,16095,19631,19764
00652,13875,10423,12809,14903,17500,19497,20564,21650,21987
00653,12703,13292,12595,13596,13593,13175,12236,12915,12072
00656,14997,14669,15054,15440,15037,14828,14966,16902,17355
00659,17847,18669,19199,19130,18687,18480,17770,17201,17715
00660,19548,20428,21107,21323,20598,20589,19674,19394,19030
00662,13631,14735,15600,16050,16016,16291,16771,17180,16834
00664,16821,17048,19342,15976,15922,15749,15401,15253,14595
00667,14827,13843,14081,13527,13222,12736,13843,13766,14013
00669,12686,12063,11790,11967,12009,12552,12996,14816,16922
00670,15431,14438,15817,14989,14031,13209,14456,13427,14245
00674,16964,17560,18048,18796,18135,18549,18032,19211,18299
00676,13483,14362,14697,15277,14374,14149,13416,14146,14992
00677,16773,16590,15875,16737,16792,17881,18333,21673,19943
00678,13230,13975,14877,14824,15347,15208,15730,16200,17144
00680,13843,14877,15115,15173,14567,14575,14500,13911,14217
00682,14447,15312,15067,15868,15363,15804,15315,15029,14706
00683,15276,15412,15587,15030,14913,15198,15043,15523,16332
00685,13100,13705,14623,14686,14343,13840,14128,14617,15185
00687,13871,14596,14797,16086,16536,17649,18739,20589,20941
00688,14679,14306,14148,14135,14213,14697,15918,17231,17874
00690,17199,17208,19474,19688,20274,20668,18491,17622,18288
00692,17267,18145,18500,18003,17987,18593,18076,19094,20585
00693,16146,16230,16406,16709,17156,17624,18971,19119,19576
00694,11292,9500,10750,11250,11198,10550,14375,-666666666,-666666666
00698,14625,14810,15099,15414,14766,14734,14487,15019,14794
00703,13342,13687,14673,14968,14680,15276,16532,17129,18846
00704,12483,13327,12612,12341,13756,14528,13960,14293,17275
00705,15536,15930,15892,16744,17238,17893,18207,19516,20214
00707,15190,16043,18446,17866,19541,18815,17489,19596,20760
00714,15551,16114,16350,15901,15349,16538,15820,17095,17615
00715,16044,15029,14114,13534,12027,12229,12440,13070,12188
00716,19380,18845,18878,18609,18331,18595,18514,18818,17969
00717,14096,14178,12407,11692,11664,11597,11269,12251,12121
00718,15996,16655,17123,18247,18614,18906,18998,19318,19372
00719,14640,16062,16672,17592,17686,19247,18401,19757,18922
00720,13930,14274,14903,14578,14144,14845,14533,13408,15295
00723,14506,14777,14506,14343,13284,13975,14554,15826,16063
00725,19938,20944,20926,20704,19961,20072,20374,20920,21350
00727,28717,28864,29433,29304,29995,30890,30797,31401,31688
00728,18689,18849,18637,17689,16949,18099,18097,19047,19340
00729,22828,23574,22438,21243,20574,20805,20508,20920,21469
00730,15791,16595,16259,15459,15097,15046,15367,15431,15723
00731,13770,14974,15733,15894,15141,16171,16389,17083,15473
00735,19468,20543,19615,20450,20925,20204,18947,19184,18395
00736,20100,20874,21206,21023,20760,20571,20166,21000,21894
00738,21027,21779,22140,20917,19708,19809,19284,19404,19859
00739,23734,24295,24638,23629,23266,21818,20619,20098,20065
00740,9483,11429,11026,13077,13750,14500,12934,13136,12944
00741,17726,17192,18397,19237,21690,20363,22766,22073,22121
00745,21752,22931,23275,22694,22577,23344,22909,22782,22960
00751,12465,13323,13565,14236,15091,16177,16188,17567,18087
00754,17809,18029,17904,17192,16571,16927,18594,18895,19403
00757,17601,18024,18033,16344,15674,15295,16816,17640,19827
00765,16723,16747,17500,18297,17934,17604,16149,15271,14880
00766,15785,15859,16517,17210,17611,18670,19595,19746,19682
00767,17185,17965,17306,16664,15666,16342,15573,15999,16295
00769,16458,16799,17710,18053,18390,18578,19215,19928,19700
00771,18181,19198,18553,19869,18827,19982,20332,21499,21175
00772,15924,16151,16432,16118,16734,15725,15032,15658,16107
00773,19333,20084,18593,18256,18170,19658,19377,20829,21850
00775,17328,16375,16188,18167,18547,20221,23092,23281,22667
00777,18684,19053,18574,19398,19229,19249,18684,19139,19830
00778,27902,27859,27475,27872,29317,31070,32708,33763,35183
00780,26284,23491,21706,22197,22090,20985,21834,24287,21663
00782,13157,12503,12527,13472,12757,12752,13073,12492,13683
00783,14752,15813,16201,16860,14863,14465,14476,14748,14995
00784,18887,17680,17540,17048,16141,15383,15653,16680,17415
00786,21625,23214,22656,21167,17039,-666666666,-666666666,-666666666,37552
00791,19595,20336,20364,20357,19175,19269,18595,19793,20269
00794,14947,14786,14986,14998,14238,14785,15667,15970,17073
00795,16225,17006,17278,18890,18863,20459,20430,20700,20471
00901,13844,15608,13620,17256,16870,16612,16929,20943,21469
00906,-666666666,32500,-666666666,33056,34625,-666666666,101346,102917,106518
00907,30563,32025,32570,30994,29758,31836,32601,33167,36495
00909,15347,14912,16891,16309,15540,16219,17959,16875,19443
00911,29851,28578,26611,28132,30877,29325,30978,32833,35470
00912,16136,18934,18960,19781,18473,20663,21744,22268,22292
00913,7160,7892,6926,6809,6478,6989,5902,6878,6493
00915,13055,12926,13150,13773,13332,13573,14048,13839,12802
00917,17941,17017,16802,15458,14371,13913,15508,14307,15220
00918,30633,28710,26573,24712,22405,21030,23333,23434,25117
00920,25587,25191,25463,26157,25000,25591,25433,25841,25809
00921,19925,19079,18417,19263,18272,18334,18690,19358,18763
00923,16510,16164,15959,15633,14773,14631,14041,14241,14159
00924,19810,19720,19510,19142,18543,18535,19303,18832,18176
00925,14237,14209,12847,11794,10332,10247,9903,9468,11090
00926,36231,36008,35308,35140,32636,32583,33624,34781,35788
00927,34843,34633,34572,33758,30507,32083,32932,33502,35268
00934,60893,64398,82721,83264,65938,66063,-666666666,-666666666,-666666666
00936,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
00949,24420,25173,25514,24961,24400,25226,26032,26392,27229
00950,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
00951,-666666666,10500,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
00952,16754,17856,18768,18499,17697,16577,15434,14911,14991
00953,26851,27554,28488,29406,30278,29793,29837,29146,29019
00956,23040,22374,22212,23125,22411,22432,23322,23149,23127
00957,22996,22484,23736,23643,23353,23886,24438,24612,26667
00959,26704,26612,26264,26754,27478,28215,29737,30049,30466
00960,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
00961,30902,30952,29931,29169,29180,28203,28455,29197,29511
00962,15714,15565,16128,16289,16035,15782,16135,16062,15497
00965,14891,14874,16139,16135,16333,15274,15369,14821,15276
00966,53542,52813,52463,53052,50772,50570,51318,47315,48163
00968,39940,40000,41936,42036,46206,46047,45811,48175,49099
00969,49777,50728,50811,51285,52970,53175,51604,51910,50419
00971,23448,22550,23241,23338,21854,20860,20604,20608,22480
00976,29258,30525,30372,29736,29368,30027,30801,31304,32377
00979,38605,39747,37906,38187,36592,35251,34284,36270,34701
00982,24547,25489,26148,26370,25557,25362,25935,24970,24895
00983,26186,27121,27125,27834,26695,27612,27149,26259,25750
00985,25585,26653,25509,24514,22995,24091,24834,25338,26156
00987,31286,32364,31546,31599,31698,31758,32967,33042,32555
01001,59453,63682,58733,60775,60161,56714,57694,62144,63949
01002,54395,56175,54422,55082,50540,48923,52379,55858,61159
01003,-666666666,165865,-666666666,-666666666,,2499,2499,2499,2499
01005,74167,75856,68644,68361,68786,70568,70325,68278,67302
01007,75502,77617,71875,74221,76881,80502,86165,93300,91191
01008,78563,78313,71635,71979,70417,67250,62750,75250,76333
01009,46625,48472,38644,40929,40833,-666666666,59440,81250,80714
01010,78380,79891,81196,82365,87961,83273,86523,84471,70063
01011,55795,59732,64891,65324,68000,74722,75263,64904,76500
01012,49821,56033,58750,56146,57019,60417,70114,64091,67321
01013,39502,41612,41273,41342,40774,40876,39868,40594,43808
01020,50045,51438,51255,52236,55665,57851,58780,58226,60561
01022,51512,57750,58938,60353,51500,44701,43349,41863,46488
01026,61250,51932,52155,51213,50625,50924,51442,55268,58438
01027,55959,57134,59963,58551,58324,61217,63699,62772,67119
01028,76517,82451,80469,84173,81655,83003,85221,88442,87748
01029,63068,61250,54330,52566,44545,54375,50750,72813,87727
01030,74948,73611,71228,68326,63026,64874,71716,74139,76000
01031,47639,46650,42404,43583,39750,39327,41875,42188,38173
01032,70455,65833,61806,65000,65625,73750,78011,80500,68750
01033,70771,72731,73816,79647,87222,86951,89965,95987,96979
01034,71490,70625,77500,77448,81688,82159,87045,84926,87750
01035,75313,77891,73250,74737,65625,62634,58953,64276,74364
01036,82963,82417,81130,79639,81018,80375,81304,85943,91646
01037,121815,115250,84444,91471,89118,80417,92750,96302,80556
01038,62404,61346,61603,65536,66607,65887,67096,66818,72045
01039,78333,74464,72188,68500,71167,74107,80000,77679,94191
01040,33915,34961,31628,35550,36608,38829,37954,40656,40769
01050,60179,64271,56184,52813,62446,72386,68869,63427,67750
01053,69435,67031,64896,59850,59948,66528,62222,59074,60823
01054,74500,76875,73000,78125,83333,86771,87174,91500,90978
01056,60694,60774,61073,61410,63548,64537,67715,72040,73458
01057,67786,64538,64747,66343,68156,74439,78986,82444,83008
01060,47335,50807,52607,53427,51651,56128,57485,60020,61798
01062,62424,63954,65756,64727,67939,73913,73438,73954,75179
01063,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
01066,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
01068,79700,83519,85556,80577,80313,85052,85938,84375,88571
01069,52957,52347,53417,54412,54141,57994,59211,63398,63750
01070,61875,57000,63889,57031,55938,55208,57000,53750,60000
01071,65592,72083,75363,74688,73611,70938,67132,75491,75592
01072,65398,65500,66705,68203,69250,75658,72000,78696,80625
01073,76396,76264,80000,68693,79858,90318,89423,93854,104577
01074,72650,77159,-666666666,58140,58713,-666666666,61603,64840,86414
01075,62329,60931,61431,62408,60248,61821,66681,65898,69346
01077,74721,75743,78476,81967,80444,76576,76737,77734,73776
01079,39688,41250,34906,43654,42845,31778,27105,31875,31594
01080,37250,38173,40559,42794,42946,51023,49844,58139,65741
01081,60833,61447,56726,52768,50393,51182,50465,54647,69250
01082,51732,53362,51717,52709,49500,52178,51768,54107,56637
01083,44286,39833,39521,37126,41600,45954,65547,70288,60323
01084,57083,66250,51667,49886,49444,68750,90625,83750,75938
01085,54042,57374,59881,61211,61546,63283,62423,64026,68042
01086,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
01088,27396,31897,43234,41875,61750,61875,51406,47232,54286
01089,54251,54434,54126,52806,54585,50649,51735,51472,53053
01092,58199,54527,55370,48679,56111,77150,75799,79907,108725
01093,85417,80625,83750,82222,82125,84167,103750,89643,91563
01094,16063,16434,18241,19028,17708,18454,21250,25104,-666666666
01095,88737,90275,86667,86908,90307,95679,104128,107361,108965
01096,64432,63036,65365,70438,70980,73589,77083,83080,82574
01097,58125,39583,42031,40556,-666666666,31250,-666666666,-666666666,-666666666
01098,63333,66406,69079,71500,72917,77083,76563,78393,80192
01103,19244,15778,14133,13666,15558,16760,16720,18338,26135
01104,34213,33408,32273,29184,28858,28590,30053,31113,34937
01105,18064,18008,18402,17657,16845,16455,17569,19921,19427
01106,96913,96995,103472,106296,109804,105822,111231,111545,121141
01107,18326,20484,21737,22287,22288,22956,26772,27131,26258
01108,37084,36590,34064,35238,35119,36890,38499,40915,43235
01109,34671,32174,33376,32644,33797,35076,35191,34329,35339
01118,58735,61488,62283,65231,59232,60295,61112,61786,63571
01119,45855,47551,46055,47417,47702,49083,47439,44091,46985
01128,80313,79500,78864,74963,69145,70078,65977,61875,61659
01129,65053,60481,61435,62280,60992,60776,63895,61645,58621
01151,32518,32034,30043,34280,33419,36541,40360,41002,43128
01199,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
01201,45154,42620,42633,44120,44509,45893,47614,49385,52223
01220,39234,40283,40443,41950,46210,48422,49777,49301,53223
01222,45461,54886,75598,78080,78208,76944,74583,69432,58646
01223,46618,46384,54904,65033,66012,72981,77857,75852,75250
01224,87625,87717,90223,37112,36384,36324,38446,37576,77717
01225,58553,49260,49788,58007,55750,58145,61512,68264,71081
01226,53900,51563,51827,48320,47324,57202,61063,59875,68915
01229,65278,68958,68125,34250,29886,27083,29000,-666666666,-666666666
01230,49444,52305,51467,53180,56933,59702,65214,67674,69328
01235,62723,62446,64420,64507,63182,60718,63000,66581,63947
01236,56250,52083,51964,62917,70135,80385,57014,65833,64048
01237,67072,66136,71932,76346,73659,83311,84615,78194,67625
01238,52702,54155,59477,61492,59921,63109,67708,72744,73333
01240,54560,51154,51464,51396,49149,54250,68948,72766,68393
01242,111250,113846,55167,55333,54120,56840,81172,85789,-666666666
01243,54375,82778,67411,73750,73750,76250,71979,69167,49643
01244,29688,29444,29125,27639,,-666666666,55556,55417,51538
01245,48750,53333,52500,53833,54297,66136,69821,75167,80417
01247,39760,39214,41103,39636,40465,38007,40928,41807,44721
01253,70313,58750,67917,66250,68846,71010,74554,77375,85417
01254,91250,94766,95125,83750,86944,89583,92083,85313,91484
01255,60104,62708,55917,56250,58906,67333,68636,69135,71023
01256,58068,57000,56500,57222,53036,49000,55375,60197,58125
01257,58317,65080,50543,46917,47167,50688,59500,94625,100909
01258,60625,62981,56607,64250,66198,65739,57917,67500,67500
01259,68462,67500,70074,61500,63750,61125,62727,60625,68438
01260,70313,70833,74615,47250,74844,101979,112756,115208,118508
01262,32456,33000,41648,47250,41400,45500,36042,31144,29659
01264,73125,71875,70625,90625,76250,75417,80000,66875,71250
01266,75217,69769,76953,78333,79188,68542,74107,71989,73906
01267,73414,73042,72352,74167,73112,73085,78068,82863,83939
01270,74412,74500,68456,69444,71250,71250,80000,83333,85417
01301,46138,48442,48319,48612,49778,49024,48477,49312,50889
01330,66429,70870,72560,77411,75417,79118,74167,71346,70761
01331,53274,51488,50498,51002,51849,51750,53733,57164,57987
01337,55556,49659,58875,62037,62965,65139,66085,67470,66771
01338,90865,91250,69886,71691,71375,66375,57750,60625,60347
01339,48542,49271,50536,51908,54938,51346,55313,61500,64813
01340,53938,54632,49886,46210,50250,54063,53125,55980,62500
01341,81042,76818,77500,79286,77778,89688,101023,100417,96563
01342,71804,96622,99675,101863,101598,102219,106146,77202,85341
01343,43125,47083,81806,81667,82344,83125,85781,76250,71625
01344,55078,53182,57500,59722,58125,61563,70109,61359,62727
01346,69688,71250,65000,58906,56250,56500,60208,63036,69375
01347,28839,29485,31250,38000,38696,39211,52647,54250,53846
01349,51136,52500,50714,54727,61957,60493,61630,64219,65536
01350,30714,37083,36875,32083,33750,31750,31458,26458,28750
01351,49167,58403,70799,71587,73051,81833,82548,78849,81042
01354,59800,67375,74583,75776,73750,74167,69226,67083,67917
01355,64167,63036,68929,75000,65682,68681,70313,68250,65875
01360,61667,62292,60608,60721,63491,63963,69028,72083,75875
01364,44801,43470,45758,41994,39273,37911,43413,46405,50890
01366,69167,75694,76094,72917,63625,65774,65529,68405,71484
01367,48542,47500,47279,49792,52875,50357,55469,54500,63750
01368,59609,58359,60750,60568,57841,67333,72813,72083,76250
01370,61594,58571,53516,53300,55076,54803,54036,57083,62966
01373,66393,59821,64127,67465,67561,71174,74022,73639,78382
01375,54208,53938,47000,50417,47688,53934,54886,61102,55625
01376,36843,39615,39792,41250,41864,41836,43750,41496,40913
01378,59531,59750,56094,55278,55625,56985,57885,56250,59375
01379,57375,53594,48188,38750,44750,44750,43500,44531,53750
01420,48010,47421,45363,46628,48724,50617,51412,55277,57207
01430,81842,81690,83532,85662,87615,86219,85064,97561,95037
01431,82614,75435,82778,83917,82019,89934,95833,101357,97958
01432,54778,58519,57543,66630,72048,77462,79750,91156,94375
01434,100288,101000,77396,97222,77014,54318,50547,66477,92426
01436,66875,68771,69076,70313,66113,77083,60156,58458,73169
01438,52426,50599,62422,61803,61996,70028,74142,117917,119808
01440,48174,48824,49067,46464,43818,46410,48915,50239,49679
01450,117903,117037,117127,116686,116642,117500,123918,126883,129085
01451,140223,144143,136058,135357,126667,140192,143625,155515,162619
01452,83333,77694,86979,83438,81757,84803,93387,95530,91734
01453,58899,59720,58896,59248,58946,56577,57610,58205,61887
01460,103438,107518,105455,111652,111680,108704,119177,120638,123413
01462,83265,78452,76063,71055,80572,89706,97775,101510,103228
01463,84618,85150,81193,77767,80524,84980,90029,96750,104130
01464,71146,69750,65882,66453,67896,68864,67541,70542,76875
01467,162981,174861,181810,184107,183750,131667,98036,96806,-666666666
01468,79464,82849,62096,70455,62292,62589,64872,70438,73246
01469,79219,79140,78985,81024,79315,81317,84489,83602,91964
01473,78632,80294,83840,87273,88902,96953,100071,98714,100972
01474,68875,88646,90521,95587,96349,98221,84851,96750,90302
01475,58137,61937,58288,59332,59661,61998,64539,71895,80267
01501,74195,73561,73612,73105,73070,71976,74576,83441,85432
01503,94712,95438,95962,88681,88816,97614,97417,104063,99297
01504,73586,74042,74294,72699,73679,75544,80260,86513,95375
01505,91734,94676,97938,102422,102905,93197,97074,98520,97591
01506,62390,62209,61800,63889,63920,63906,64219,68125,70338
01507,91653,95058,93963,91287,87294,92227,93921,97805,101111
01510,61796,66308,64723,64867,62805,60755,68362,66094,67634
01515,62350,62202,66042,71020,72375,80714,80234,84444,82946
01516,80464,80885,82831,84390,84985,88958,94531,95567,99943
01518,83207,85224,61719,48676,54222,53664,58438,64732,72470
01519,105236,109050,102300,101205,108879,114615,106250,106644,109670
01520,94978,98879,96780,98979,97650,99575,99674,105772,109529
01521,69565,69097,67684,64868,75000,75658,78348,81680,82179
01522,81571,88155,93238,94531,101227,102602,104508,101089,108036
01523,89731,82741,78283,89808,98918,97958,104630,103857,93385
01524,72421,71528,68899,65225,62736,60288,64135,71645,81042
01525,44148,44167,44857,47238,,82361,-666666666,40888,40947
01527,77865,73436,71832,71676,71151,72566,74713,81804,85781
01529,73426,73611,82083,88281,81438,91250,90500,78704,79129
01531,88571,85625,82569,81136,80000,81389,84432,89167,91125
01532,104420,103506,108415,107111,107797,110147,111875,113608,128613
01534,91042,91518,85000,82950,96016,95238,89348,92181,102284
01535,64009,58349,54439,58438,68232,70873,73133,73599,78750
01536,89385,89263,76063,72292,83917,94766,105283,108175,109329
01537,71261,69928,72607,75183,72258,76114,74883,76389,64975
01540,66794,64877,68986,67126,65366,60852,68865,68750,77184
01541,108319,109008,120607,114688,114167,121500,128006,134191,136083
01542,73358,73000,74273,76979,84271,94103,100000,107806,106250
01543,83734,86453,86482,91033,94028,95347,100962,104050,107928
01545,89079,92100,92360,97617,94273,99441,101229,106108,105014
01550,43965,46955,42471,42376,43870,48762,50202,50787,51270
01560,69261,68917,81667,78250,71797,80078,85390,79583,88750
01561,35227,35761,19637,19597,63643,-666666666,-666666666,-666666666,-666666666
01562,59420,59359,60197,60943,62901,65858,65386,71830,72821
01564,102270,102847,98872,90455,87039,104187,102500,107348,121458
01566,78088,82171,82750,93776,94167,98000,95800,100600,86731
01568,106397,114528,105208,110781,111222,115348,119115,123942,128796
01569,87192,84861,86164,88125,90313,90204,94809,101266,107740
01570,49621,48822,47885,48650,48057,51229,52107,57924,62281
01571,72500,70513,70590,68053,66339,62567,64281,67117,69071
01581,99394,97535,100905,100552,101467,106915,107604,108767,112153
01583,75099,76750,72107,73474,68648,74020,73463,79375,90688
01585,60179,63333,62667,60521,61029,61298,66317,68578,63182
01588,61225,62299,62649,66591,65926,60429,66607,75495,76250
01590,109130,113967,110658,111788,108547,99692,101315,102439,104710
01602,59964,62421,62832,62888,59770,62709,64808,61710,64942
01603,44165,45184,48183,46367,43329,40967,42259,38701,42904
01604,51363,50348,49797,47865,48212,50426,50487,53270,55665
01605,36051,36147,37705,36497,36429,35446,37703,37857,40390
01606,60234,62556,66912,66411,63646,65163,65135,66130,65708
01607,45510,45288,45152,42397,45170,47068,43500,46974,39928
01608,17467,19846,19418,21412,22789,18843,20578,24181,31384
01609,41935,41013,40660,41647,43729,42863,42903,44943,45992
01610,30359,29994,30532,31136,31019,31182,31003,34005,33695
01611,65764,70750,67179,64598,83802,81971,81830,92898,98140
01612,105072,107681,106708,102614,92500,94135,95595,99875,120469
01701,87643,87376,86994,88498,91430,100788,105940,111169,111209
01702,53069,56747,53944,52428,51985,51137,52746,57186,65154
01718,93542,130625,132981,135179,135982,131484,160750,164402,170789
01719,103918,106597,101502,103996,102699,103556,101077,108207,115395
01720,108981,113690,109578,119342,124836,131413,133075,137147,141265
01721,93770,95296,93233,102721,102911,103700,120309,121406,124130
01730,103529,106219,108818,114676,113729,117688,125208,129726,128354
01731,82083,78047,75446,79063,81667,84333,93276,97305,107778
01740,137120,140439,146029,144461,147446,151023,151618,155093,173024
01741,159063,160000,160034,157500,166111,167400,170703,171625,195889
01742,128415,132059,135217,132736,133880,137991,137547,141068,152240
01745,104659,55789,57250,117955,118125,120766,123992,125139,127700
01746,107374,107192,110323,108350,108869,110295,118933,125625,135340
01747,98220,98902,89408,99886,95268,99792,101761,107550,108294
01748,126350,127821,129578,128267,138551,143190,151357,166156,157353
01749,76714,70192,71971,74082,75985,80574,83765,87806,91706
01752,72853,70849,70304,71424,71790,72222,75418,79228,80943
01754,77255,79441,77622,79252,88333,90134,95833,101324,105254
01756,93245,95533,105389,112104,108942,121298,125816,132063,125945
01757,64955,69422,66547,68784,70162,73117,75976,82260,83243
01760,90046,94894,95328,99172,100922,104600,106332,109490,115446
01770,152083,151944,153444,155564,155956,158250,170872,180769,198681
01772,144634,139479,150129,155952,145179,147216,143375,147444,148409
01773,149890,133690,149539,143897,153438,143505,153500,137222,140125
01775,112130,112375,115714,131500,137551,146799,144766,145967,148235
01776,159713,164337,170924,169505,165745,164013,170945,176570,191310
01778,125038,124390,130022,141083,143616,157005,166548,174107,185906
01801,73010,73293,75138,79034,80266,84479,84857,88671,90969
01803,91268,91875,94272,95465,94518,92141,99254,105443,118721
01810,113936,118324,112681,125321,129082,134627,143292,148125,151334
01821,88188,90389,87996,91605,93307,100158,99881,103728,106141
01824,99040,98833,104538,103411,105010,109638,115533,119387,126081
01826,71824,73255,78169,76879,78133,86884,86644,88440,90000
01827,109205,109211,119022,116125,118523,118984,138700,131250,135909
01830,56094,55137,55255,55237,56074,57917,61375,62194,65224
01832,58336,58276,57833,60351,58850,63078,64238,66106,66961
01833,106765,104902,107775,106898,107683,106016,113417,128885,128466
01834,91080,94517,97463,92898,95208,96512,95031,97109,103125
01835,73711,71875,72228,74156,72568,71827,77697,75115,76538
01840,17828,20359,18261,18140,18291,19855,20596,22092,24045
01841,30415,30676,31214,32367,32928,34636,38199,40230,43411
01843,43163,44361,42891,43920,43301,42707,46629,49443,56680
01844,65860,65855,67556,68587,71392,72664,73525,74912,77484
01845,95199,97044,96002,100544,100286,102008,105661,109371,108070
01850,51379,53673,51538,51556,48979,42437,46102,48331,52827
01851,53489,51736,51630,52031,50108,49583,52008,57029,60596
01852,51452,51616,48951,48690,48420,50348,50911,54377,59037
01854,49561,49306,42947,42948,41640,40229,40982,42293,53322
01860,76936,78279,79423,80508,73986,77481,84417,83508,84609
01862,86630,87134,85497,98305,103219,102330,93494,97234,96514
01863,75969,79962,81160,74695,75687,80538,77055,88542,100672
01864,104069,105198,110852,112419,123103,119933,124750,126818,128651
01867,98939,102719,105524,104472,108282,110043,113553,112836,132948
01876,87598,89498,90897,88794,90477,93016,94817,97853,102934
01879,101103,104888,90987,93108,106290,99325,101620,109485,113489
01880,86440,86328,84556,85694,86210,92474,93337,95954,100693
01886,119511,121136,124464,125143,121591,130739,138006,141173,144917
01887,100861,99028,99508,100536,100862,102301,118549,122813,125922
01890,127665,128199,131000,141829,143017,149321,152196,159536,169623
01901,21886,23432,23467,22614,21605,21905,22057,22788,24446
01902,36966,36568,37275,37786,38045,39654,42851,43956,46224
01904,74448,75493,80903,81258,84932,86477,88395,85309,81788
01905,43686,41941,42490,47694,50903,55185,57638,60417,62927
01906,75258,75910,76339,76141,77371,78372,82188,80253,88630
01907,90289,93229,92399,96510,98475,103064,105029,113078,112761
01908,77243,70750,66964,65083,65284,72625,81384,90741,97778
01913,79293,80062,78486,76463,76558,75861,78638,80721,82468
01915,67733,67958,70563,73980,72837,73839,77893,79483,80586
01921,137159,134263,125833,127813,140268,153578,155034,174340,184007
01922,115500,107304,109301,111806,87412,86806,87986,90489,128083
01923,78593,79183,79478,77404,77949,79913,79795,84842,89250
01929,79492,82009,74211,89185,92396,103750,109327,113469,106283
01930,59061,62059,61449,60229,61505,63917,65348,65377,72574
01937,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
01938,84609,82847,77087,77901,76458,77788,80829,90557,93212
01940,98426,103379,106239,109099,111911,112151,113509,119876,119602
01944,114639,117063,115650,89313,95243,92604,105500,124025,148854
01945,99574,105090,98399,100709,102993,103148,110025,115511,123333
01949,93415,97314,104245,105646,108622,106326,107727,102604,125204
01950,80861,83509,78638,83149,85556,87162,89887,103220,109839
01951,68958,67219,81106,90969,91304,93040,90662,97083,95345
01952,68194,73384,72131,75995,69500,65903,72900,78355,81626
01960,65432,66997,64430,62137,60469,63822,65060,68214,73290
01966,71447,68488,66402,70288,64839,68448,72015,81681,85208
01969,79449,87946,83237,85994,86820,85496,89338,114063,115909
01970,56203,56530,55698,58937,60583,61035,65476,65495,68860
01982,103774,105100,105865,108558,109500,114907,112250,133333,127813
01983,116122,117771,111696,121157,114565,128283,131387,136812,136863
01984,139856,143182,127606,116875,109250,99375,96979,109712,128056
01985,104931,112569,111652,122969,131167,138947,135882,138403,149167
02019,83534,82859,80179,87417,88460,90630,95533,99569,101477
02021,90951,90259,89900,90878,95045,93672,96583,105371,105919
02025,117831,120508,117829,117679,113843,128224,140000,132204,145679
02026,83364,82193,84704,85558,83438,87108,89451,96868,100680
02030,184646,187598,187829,176250,185542,189265,204018,224784,250001
02032,74940,73800,77955,81513,92500,100658,120250,130109,155474
02035,92370,90914,91601,94538,88766,95665,98199,98374,96062
02038,92066,97267,99194,101980,108272,108815,111935,115355,122607
02043,99318,101268,106854,103350,116187,118148,125144,133596,142435
02045,72036,73396,75551,77440,74391,78114,80584,85573,88476
02047,31676,31190,-666666666,-666666666,31302,-666666666,26953,-666666666,45655
02048,98182,94512,93539,93082,93019,102090,111141,114720,120613
02050,93231,90561,91764,88750,82986,84747,92610,95168,102249
02052,128446,124567,133931,143641,138036,147630,153847,155039,160963
02053,106058,108181,106132,109841,110241,109865,115432,119450,132823
02054,90360,92972,91341,96773,92042,97591,100230,106336,106164
02056,118809,128224,134104,143682,141278,138452,139137,146607,151279
02061,109167,114213,113944,110671,111628,114560,128563,151306,157987
02062,73838,75795,75957,79963,80532,83883,87516,90511,90133
02066,91573,95192,100833,104275,104337,110492,114766,121231,130893
