zip_code,2011_MHI,2012_MHI,2013_MHI,2014_MHI,2015_MHI,2016_MHI,2017_MHI,2018_MHI,2019_MHI
23083,39069,45875,49770,48591,53382,49121,60000,72260,67466
23084,57986,57792,59648,49072,56042,51618,52216,82500,84491
23085,52123,47143,39392,55341,39365,39550,42035,-666666666,-666666666
23086,63707,65323,55800,56828,57829,60402,61838,65625,69451
23089,68596,66677,70129,64734,57331,59694,67589,66852,78019
23091,57917,58068,53750,65000,80722,47212,48917,-666666666,44591
23092,39886,42422,47244,63750,70774,55739,48648,46964,31615
23093,52586,52164,50595,56127,56848,56059,56863,59193,55556
23102,89627,89133,92346,96174,93221,80833,83652,84725,86396
23103,112045,112941,106750,112167,102476,104082,111689,109071,111782
23106,69410,47917,45125,37500,36389,47750,41900,51250,45288
23108,58125,58516,62917,75446,75417,78693,79034,106053,106190
23109,55099,55088,48984,66250,70380,62679,62528,64283,49701
23110,53082,53854,55609,56060,51406,43693,52898,56250,59458
23111,71059,71261,67346,70393,72879,73828,76342,81481,82592
23112,81015,81919,80830,82858,82771,85212,89485,95056,98190
23113,113002,113699,110574,108176,107500,100675,103683,109940,115669
23114,92565,93033,86763,86314,89970,93468,100047,104987,110122
23115,38974,34519,33608,33750,33942,34228,43750,45888,34886
23116,103109,105195,102891,99931,97277,98890,102376,105295,110483
23117,65807,61557,61477,63596,64357,61610,67244,69368,73055
23119,95394,47813,29750,74659,78672,81926,81616,84729,86964
23120,110772,115488,118564,119656,130331,129635,132347,137179,136593
23123,30915,30923,32027,33297,38125,34450,42610,42544,44957
23124,76500,71619,69974,72764,69858,72813,79233,81496,86950
23125,35969,34904,120284,-666666666,22639,-666666666,105930,108673,108627
23126,63125,87500,83043,53690,53287,57132,55446,63750,61250
23128,81063,79450,91875,98750,66378,81827,84493,85369,87083
23129,178500,75469,110517,110294,111643,114848,116887,167633,143125
23130,46354,48409,49444,70114,,-666666666,-666666666,-666666666,-666666666
23138,56339,44375,65375,46932,,-666666666,-666666666,-666666666,-666666666
23139,74429,73517,73868,73657,75476,75817,78730,82366,86152
23140,66414,69125,66463,67903,69428,74643,73068,76518,79850
23141,72072,70716,70257,74688,77982,76149,84250,77602,86432
23146,80313,78269,77207,91927,89138,96328,101701,108281,113654
23148,45833,51509,55524,45395,54688,53000,45179,44577,63264
23149,46839,47614,46587,48260,48859,58279,53646,56366,68906
23150,59969,59411,61273,59390,57873,57143,58175,58565,62183
23153,69777,73000,76964,88125,75833,87721,82368,93906,108250
23156,41382,46528,43400,47050,44098,46469,49018,48553,64207
23160,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23161,66389,48611,52143,58571,58646,52981,56094,44712,-666666666
23163,33750,35658,36574,37097,,-666666666,-666666666,-666666666,-666666666
23168,78805,84128,79375,89038,87074,84545,79662,78674,76453
23169,52024,51204,50085,51302,52031,38583,37829,35739,35337
23173,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23175,48910,47216,43618,35329,36989,39904,51250,49034,49688
23176,65518,56524,56144,54219,43125,38571,38301,46979,56791
23177,39545,38629,41638,27192,55714,56100,80682,68452,70509
23180,57679,48594,48906,49338,49904,69375,70417,66184,55000
23181,54654,60091,63288,62578,63008,64063,65238,66023,71583
23185,73144,72095,70196,71902,70928,74344,76923,81743,84085
23187,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23188,72762,70867,72070,71722,70000,76001,76460,79505,85899
23192,68470,68438,71458,76738,88875,88559,95203,92055,88152
23219,20022,19885,19231,20039,19838,23177,30917,32912,36890
23220,30201,30743,32684,35958,36628,38762,39656,42110,44461
23221,54654,55756,56219,59623,60454,64500,69316,74096,77816
23222,35975,35774,34234,35329,35314,33703,35086,38649,40147
23223,37432,36768,36855,36960,36855,37047,38431,40507,43505
23224,31306,30658,33141,32725,32496,33474,34186,36097,39485
23225,42503,42426,43683,43643,41588,43487,45240,48397,48603
23226,76476,76506,76599,79156,80354,81406,84780,93188,101679
23227,45933,46146,45823,47401,47407,49183,49603,50991,50339
23228,45792,44906,44224,44628,46293,47430,51312,53290,53626
23229,66988,69047,71638,72712,73966,76033,79767,79490,82758
23230,51569,52470,53606,52243,50581,50640,51795,61069,61086
23231,52480,53765,53705,54254,51445,53411,54222,57066,56872
23233,91411,89574,91741,95967,98553,98125,103404,102779,102976
23234,46357,45563,46279,46532,45798,46419,46861,47770,49899
23235,69165,67493,67956,69283,70128,72451,73930,77249,81534
23236,74072,74832,74141,73270,70649,73433,76572,77297,82045
23237,57428,55401,54735,53152,51382,51952,54635,57262,60245
23238,68341,68131,64927,63101,65682,69920,74856,77399,79924
23250,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23294,51682,51745,52071,52992,53420,54196,55667,56527,62516
23301,45600,44135,41944,38587,31453,30656,33681,39330,44286
23302,60673,52250,-666666666,-666666666,,-666666666,-666666666,-666666666,125966
23303,44583,44415,47684,48211,49340,48353,60515,65637,-666666666
23304,56228,56274,58773,58665,-666666666,-666666666,-666666666,-666666666,-666666666
23306,49125,57000,53911,58438,67500,69861,69922,69125,69209
23307,41442,31058,43611,26950,30833,25333,30200,41094,49886
23308,44453,39596,40489,35068,35256,27328,32208,38565,55625
23310,39921,36578,36356,36369,35318,36766,40721,41611,44079
23313,39178,39205,38636,31563,65132,-666666666,36413,32321,38875
23314,74202,76461,78891,80110,79479,80814,77477,78644,79556
23315,54429,55208,55714,55515,62625,57763,55978,62500,58933
23316,15563,13000,11146,14886,,29250,29545,44524,45476
23320,68102,68328,69475,69128,65404,68099,70685,73321,73192
23321,73691,73104,69876,69774,68585,68852,69915,75177,79424
23322,95972,95655,96091,92509,92662,92842,96298,101165,108037
23323,69398,73410,68427,72759,71124,75947,75569,79270,81886
23324,38769,38423,36875,39415,38758,40105,38686,42027,42023
23325,54717,53279,54972,54848,54973,56002,61771,63092,63521
23336,34625,35938,38036,45430,47438,47414,48861,48639,52848
23337,50833,53636,32130,34265,39706,46402,52500,40313,45729
23347,16972,17102,22500,28542,29336,-666666666,45069,42014,60972
23350,27847,29492,30167,27075,26611,32546,38393,39255,46681
23354,96500,106500,108750,101635,,-666666666,-666666666,-666666666,144250
23356,49519,50385,50833,56429,50833,52431,73642,64583,75125
23357,45803,26736,28776,28917,47250,28237,-666666666,45547,61055
23358,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,56607,56736
23359,36071,35688,35547,36686,37076,41094,36108,39386,32375
23389,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23395,63603,26164,25511,28333,,32625,35614,36134,40407
23398,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,53333,53906
23401,49844,41250,25417,2499,,-666666666,-666666666,-666666666,28906
23405,49125,43077,30129,36964,45288,57222,60848,63533,61875
23407,11648,40586,44894,56366,,-666666666,-666666666,-666666666,-666666666
23408,14688,40568,-666666666,-666666666,-666666666,-666666666,-666666666,24570,24769
23409,-666666666,177969,-666666666,23917,,-666666666,-666666666,-666666666,150000
23410,39900,38802,40707,41082,41157,40848,45417,54018,42431
23413,47031,36250,46442,48750,47000,52813,48077,41838,42198
23414,53800,53109,12159,11154,,-666666666,-666666666,75667,78053
23415,43383,45717,45176,45278,44750,37237,29090,28828,28397
23416,51172,52656,53150,63194,,-666666666,28406,-666666666,30500
23417,44023,44057,39189,36934,35395,44924,49375,50170,51504
23418,72273,64276,64464,60865,54886,47614,53155,54313,61875
23420,25307,26250,25573,26556,31791,34824,40135,41310,38472
23421,44146,43343,42426,44328,40313,33063,34836,36490,29337
23422,41181,40525,42832,22326,21732,-666666666,43571,32411,-666666666
23423,33906,33472,24167,25595,59286,-666666666,46250,58906,66250
23426,13558,30781,31713,33854,33977,54821,-666666666,-666666666,-666666666
23427,31500,31771,30500,30500,32917,40000,35625,43333,39028
23430,69204,68435,68348,70347,67274,70702,73091,74930,76698
23432,80742,83269,85333,81597,77750,75500,72583,78958,109833
23433,64861,63194,67222,70833,78558,80192,80000,82383,109000
23434,54750,54597,54802,53841,53323,54597,57614,60589,63386
23435,83890,85160,84531,86926,84265,84855,85884,87545,88880
23436,87429,94063,99716,114861,110909,100000,102188,103594,104205
23437,70031,70417,64806,65882,60395,58946,57944,65962,65662
23438,67939,62888,63897,57679,64924,63615,66795,65395,72143
23440,41875,40938,40833,38056,39231,33750,35536,40417,41806
23441,40917,45250,-666666666,18897,,-666666666,-666666666,-666666666,43250
23442,30982,30830,30714,32861,33409,33056,34958,40797,37443
23451,61501,61343,59017,61368,62227,62347,65881,71119,73810
23452,61735,62131,61522,62579,61997,62382,65975,69203,70845
23453,66824,68115,66944,68018,64244,63413,65862,67133,69932
23454,65619,65432,64721,65234,63542,67284,70826,76080,79984
23455,61799,63139,62949,64772,66017,68957,72383,74100,73220
23456,93035,93116,92574,96192,93745,95598,99313,104280,107262
23457,84392,80278,85037,84295,77008,81739,82076,82471,82222
23459,53000,55246,44750,42314,43472,45667,50833,59000,60156
23460,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23461,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23462,56905,56811,56617,57830,59276,58788,60425,64491,67082
23464,70540,71808,71192,72164,71376,73255,74002,78175,80399
23480,38333,31750,19250,18417,30260,31027,30982,32039,33849
23486,55433,55556,58512,59702,59934,82944,85352,-666666666,-666666666
23487,50424,45000,44369,48000,52778,60395,57896,61683,67259
23488,25556,10972,10566,10528,,-666666666,-666666666,44019,46956
23502,47240,48223,47378,46684,47011,48080,50686,54322,57750
23503,45314,46123,46001,45903,47422,48162,51039,52907,53963
23504,24393,23999,26361,27375,27495,28795,28893,30122,28945
23505,42272,41620,42102,40238,40673,41885,43899,46602,50415
23507,61204,62884,62755,64800,65344,65226,64700,71884,76432
23508,46818,47150,50789,49819,51736,51267,51797,55661,56753
23509,42539,43630,46187,45029,43835,46211,48895,49711,53363
23510,53861,57658,57788,56362,53056,49724,53207,56972,55600
23511,89766,92125,89000,80625,87685,51528,54500,46883,61016
23513,41334,41414,40413,42802,42544,42779,43807,46324,49311
23517,43560,39860,40513,39505,41632,44926,53098,51583,56450
23518,54538,53014,53375,52234,53559,53881,55365,54614,59299
23523,29492,28236,28896,28507,26240,26626,26667,27010,30472
23551,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23601,51974,47937,50068,51066,50172,50786,54375,56803,59076
23602,61030,61250,61343,62307,60608,60463,61347,62640,63039
23603,53566,55693,56722,56522,53616,48094,49425,48018,51588
23604,46875,48197,51782,50553,49750,51724,57854,52872,54188
23605,40689,40289,39953,40142,40189,39837,42333,42810,42330
23606,56426,54990,57230,56867,54840,55142,55443,56390,57969
23607,27324,28210,27897,27597,28430,30053,30660,32069,33099
23608,55227,55955,55319,53272,51529,51715,51914,53260,56422
23651,76167,97632,90625,103194,110833,110500,100192,87500,87417
23661,45833,47911,44349,42580,41517,42415,43724,46123,50843
23662,86611,85033,81701,83496,83780,84777,88442,97146,97242
23663,42001,41667,41006,41034,41175,43361,42234,48353,52412
23664,56647,61938,62901,65851,58750,61732,68178,67857,68088
23665,64167,51563,52313,52606,52737,54623,57401,63235,66350
23666,55415,55520,55415,54522,53464,52932,52902,55962,57132
23669,47790,48113,46209,45932,46808,46222,51597,53574,54745
23690,37946,39375,48400,39808,44577,45195,46012,49509,67212
23691,62750,59200,61146,61200,76346,76161,-666666666,-666666666,-666666666
23692,84263,83285,81387,79342,82888,82209,84328,86289,87513
23693,96441,99454,100488,100517,98195,103825,104316,103333,101478
23696,94519,88871,93854,87139,85395,82000,89803,92333,97344
23701,46085,45579,47245,48055,48150,48704,49514,51687,55929
23702,41997,40538,36079,36066,34877,33869,35725,39896,42257
23703,57529,59325,60427,61623,60285,64222,66031,66614,66739
23704,31676,33981,34072,34276,33019,33960,35859,35538,37851
23707,47290,46795,42647,38979,38870,37455,40158,45049,46419
23708,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23709,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23801,52258,55563,59138,57283,58769,61142,63286,62864,70114
23803,39464,39939,39607,39917,37817,36861,38547,40956,44962
23805,46997,46986,47366,46575,44722,47492,49872,51748,56411
23806,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23821,34321,33500,34663,37653,39545,39848,45000,48176,55198
23824,36726,35617,36509,36115,36027,37064,38539,40944,43549
23827,36607,32759,28266,30139,31406,37014,41420,50769,51625
23828,60000,36719,62083,33750,56250,62500,62188,66607,67361
23829,49815,52697,60536,56875,62434,61012,54623,81250,89848
23830,55268,54125,58825,62283,77865,72813,83500,88167,88056
23831,64351,64816,66239,66723,68227,71463,73966,75520,76388
23832,74788,75456,75942,77378,80724,80985,84134,87141,88562
23833,56724,52727,53684,56365,56353,57760,58961,46167,55563
23834,53644,56978,54548,55329,54726,54567,53857,57253,60631
23836,80786,84818,83433,83465,83432,82162,80487,83407,85808
23837,46563,48553,47393,51604,50089,49890,53295,50556,49414
23838,101102,102300,103059,101650,100567,105570,112024,114284,113224
23839,44250,51037,50362,51838,52250,54362,68214,61711,68125
23840,47778,57366,49010,49709,49669,48601,48467,63113,64583
23841,50871,50545,51074,52705,52720,43800,63160,69891,65781
23842,73339,74194,73041,73320,68287,75951,83679,80764,84152
23843,27059,31576,34438,32978,33000,33664,29634,36053,48500
23844,22826,22672,23857,31129,38413,41250,33889,33106,35208
23845,57788,48333,36507,36133,36774,38701,45000,41371,82685
23846,66344,51048,62824,68833,66696,55938,61250,62857,59071
23847,33333,31543,33784,32606,30417,30053,33708,33591,35667
23850,33523,35060,46364,68900,69866,69408,71064,70852,56714
23851,38871,38714,36584,38198,38025,41260,45071,46049,47631
23856,40443,40909,42548,44205,45066,45125,46291,46910,45708
23857,55167,39894,57689,37368,37321,57675,47917,59122,58013
23860,39782,40334,40609,42870,43149,42942,43016,42935,42934
23866,46202,53750,53281,57344,53214,59911,61008,56071,67725
23867,46739,49234,41319,40250,40614,41680,38942,46386,46316
23868,30369,30900,35109,36538,31050,31098,30304,29109,31342
23872,44792,40436,40351,37344,40482,39156,42379,58382,52000
23874,33036,37905,39234,53750,39231,46771,51053,49750,52750
23875,64990,63803,62416,61721,60284,58866,60725,61270,63574
23876,66088,65639,68265,68580,58750,59183,79375,80714,41250
23878,54955,57250,56667,59444,63365,61006,61648,63052,64943
23879,53125,56786,62188,50417,53077,53796,56827,42361,68977
23881,52273,65469,38295,36921,40156,41042,46089,52595,53209
23882,41771,37875,47422,45943,45260,46365,48884,47589,51719
23883,64145,62885,56324,58021,57642,61717,58750,54609,61528
23884,-666666666,163462,165234,66875,67045,66944,-666666666,-666666666,-666666666
23885,77985,78333,75625,52457,53209,52031,60602,64099,72900
23887,32961,32697,29519,48056,48786,50645,50985,54476,-666666666
23888,45769,42037,40000,39881,39438,31282,37250,37596,50000
23889,30938,20833,14875,16419,26042,26202,51125,49393,43894
23890,40000,39750,38663,39425,41685,41732,43886,46265,54063
23891,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23893,45357,30532,29265,30887,30714,29519,-666666666,60699,60433
23894,49583,52396,72143,89286,84583,87969,85000,84063,94891
23897,21550,53219,49602,38750,50417,53173,50278,30917,41667
23898,71827,64668,57969,65401,63309,58864,66026,69292,72111
23899,43750,37321,38875,44375,36250,34519,35455,37500,37857
23901,36645,36511,35825,36049,39895,41015,43701,46121,47234
23909,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
23915,48594,50577,46957,49306,53375,49957,48989,51359,51833
23917,35862,34852,34018,31358,35341,39145,41630,44056,50568
23919,46176,37350,37880,41190,32350,41821,49167,52179,47237
23920,32601,34911,38511,37963,36887,45338,46442,46827,47215
23921,27476,30134,30580,30765,34929,34158,32321,39297,43917
23922,34969,36341,36736,35159,36436,38528,46444,50154,59811
23923,29386,35134,31595,34600,36707,37718,40859,41250,41770
23924,30819,34358,33773,34252,33413,34138,32468,36220,38580
23927,41946,40703,37067,38077,42800,39375,45625,48860,51875
23930,39965,43678,40938,40968,42667,38696,35729,41176,42878
23934,41190,41277,42569,42804,44018,52583,55000,-666666666,56488
23936,34033,33225,36803,37460,39946,41796,47958,47518,48936
23937,32568,30330,27803,25732,25339,24565,25993,27458,37266
23938,43500,41250,36250,34091,36389,52750,48333,52115,77917
23942,32452,32098,42019,31875,31641,35921,38000,31025,38188
23943,64318,67396,-666666666,-666666666,111250,-666666666,-666666666,-666666666,-666666666
23944,36133,31390,30752,32068,32355,32670,36385,39548,43267
23947,38914,36505,36330,36984,35747,35812,40409,44158,44375
23950,24821,26552,28390,34375,38594,38537,38598,37784,36647
23952,44911,44917,44063,43365,,24773,24483,26887,26722
23954,37104,37258,45357,53647,53533,46354,46146,43625,40965
23958,46722,49327,39617,39063,39872,39491,40934,53421,43857
23959,50942,41016,39917,39493,44833,47438,45221,40167,60100
23960,39603,42708,43438,51935,50167,51005,52791,44250,48633
23962,19712,31000,30455,17500,15329,14116,20721,20365,73281
23963,51450,47500,85045,85733,,-666666666,-666666666,71026,-666666666
23964,46250,57422,54438,43558,37500,38041,39044,39659,34792
23966,32197,31118,30739,32232,44141,45761,48685,52955,55254
23967,35385,24688,39135,38333,45066,34167,51000,49000,43984
23968,23500,24095,27250,28529,32566,31250,35398,35455,40119
23970,37828,37200,42582,45037,39215,40403,40010,38766,41740
23974,33413,34293,36530,39015,39559,40558,38326,41377,42049
23976,33984,36000,35536,36902,36193,-666666666,-666666666,-666666666,-666666666
24011,65781,72778,75526,76875,76630,66458,57361,61042,52218
24012,40749,42998,44010,46157,44063,41595,43378,45000,46414
24013,31230,31402,30213,31107,28770,29534,31092,34925,35915
24014,44223,44660,44574,47680,49149,51232,53423,56792,60403
24015,48927,49135,51028,50848,51385,50181,52896,52970,56016
24016,23546,23441,24044,25245,26673,27492,28465,27411,27856
24017,34234,34856,34030,34427,35121,34927,34708,35000,34368
24018,67107,65882,66374,66718,64713,62083,63350,67797,69989
24019,65838,65888,62912,61752,62358,63253,66842,69639,72593
24020,30833,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
24053,31964,30635,30365,32114,29958,28739,32014,29511,40333
24054,37060,34315,36909,34274,34596,35978,37283,35181,40828
24055,30683,31146,31013,29417,32805,33571,35668,33788,36832
24058,55885,55725,58189,58053,65461,69042,68375,21500,-666666666
24059,88063,58917,62589,41786,52500,64118,66594,72563,76938
24060,37594,36937,39477,38162,40135,42090,46037,46430,53018
24064,65838,65737,67091,63952,59523,59630,63238,73702,71553
24065,50548,44700,47414,54671,58713,62107,61528,67671,68407
24066,50663,51302,48686,48519,50810,49236,52325,55375,63403
24067,45969,49318,47273,40568,36786,40272,54440,54833,56618
24069,48500,46917,47957,46250,35230,39250,41250,36013,54583
24070,64258,71736,63438,66477,62154,58942,63469,66901,69598
24072,36167,38136,40565,47206,56250,62250,73431,75434,54766
24073,49566,50041,51055,52751,53617,54828,59159,58913,60039
24076,35086,35066,36726,21938,,40817,42912,43906,58393
24077,39292,47044,47321,49286,48750,38542,31582,40000,50634
24078,33770,35107,37741,38342,36007,37177,37656,36306,39399
24079,53699,52804,39969,53594,47253,51150,41812,42369,40916
24082,40250,36500,40568,40833,36250,37269,56944,62500,67083
24083,88676,79890,91295,80881,80471,85347,70600,71853,81471
24084,43639,44304,47428,51067,51341,53575,51663,51553,51399
24085,51434,50326,50107,48083,49113,44050,42212,40109,42700
24086,40865,47344,26188,27273,23750,25417,24292,28507,-666666666
24087,42771,41196,43142,41889,33281,35795,52943,51687,57633
24088,40098,37378,37482,37077,37631,43438,43333,45439,46287
24089,32013,35215,33984,27415,32288,29978,35078,38883,46184
24090,61129,64583,67206,69818,64414,67636,67917,73728,86625
24091,38946,44512,46040,49743,50525,47663,48840,48546,52962
24092,44198,42446,42373,40774,41047,45089,47063,43511,53317
24093,38750,28750,52986,53203,55714,55134,55500,60333,75000
24095,54514,57305,52000,56923,55337,54267,53581,60058,58750
24101,64656,66655,64332,65227,65233,64699,63292,66000,69325
24102,44970,44595,42125,42821,42539,37750,31950,34914,40046
24104,52654,54688,58555,57863,57224,57041,59295,68171,71670
24105,26034,38625,28914,30197,39038,-666666666,25625,51765,43780
24112,32974,33001,32566,32450,32437,33104,36380,35997,36646
24120,37911,32440,34732,32981,27500,29983,41875,39000,41588
24121,53140,53396,56387,55550,56306,57634,59885,60787,68125
24122,43800,44552,52096,57500,51722,58286,56207,53201,53715
24124,43438,45098,42623,48488,49914,52161,50279,49312,48583
24127,53662,44167,46134,44112,43594,34507,48353,46926,48707
24128,49479,60240,55481,44943,44239,52625,57147,61838,61435
24130,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
24131,51875,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
24132,26125,18323,18566,15491,15156,19333,20561,-666666666,-666666666
24133,40359,39022,33005,33358,36435,41517,42227,44364,43828
24134,46680,44964,46354,47015,46347,45865,51348,55461,57016
24136,46761,51375,47435,46722,46711,47083,50313,53565,56071
24137,49877,51359,54979,55379,55625,57227,54091,55652,56950
24138,62673,66333,64125,65028,59702,74036,72847,77091,82569
24139,36100,36850,37174,60694,38462,47750,-666666666,-666666666,-666666666
24141,37340,40356,39808,40207,40319,41063,42786,48411,48664
24142,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
24147,20972,34028,36406,39844,46827,55313,49375,52533,50278
24148,40503,40605,40159,38559,39320,41495,39596,42016,41364
24149,58667,62019,70097,70038,60772,71136,65303,59621,61346
24150,38417,37099,36217,36004,35964,38098,35313,52143,70785
24151,40183,38011,38887,38641,38359,42252,44778,42615,46585
24153,51168,51571,52924,53577,53145,55472,57026,61511,61959
24161,21964,22656,21583,22422,52143,60601,62577,46346,46522
24162,48703,52697,43533,44427,45145,44148,52568,56250,57371
24165,32891,28750,30139,31705,27043,32679,29861,39038,37837
24167,28750,11661,18083,18846,21818,-666666666,53571,53083,-666666666
24168,68281,73500,71520,73977,73633,72958,31898,30200,30400
24171,33944,35934,34048,33580,34637,35242,35863,40833,45410
24174,45286,48086,45030,41758,42125,39010,42264,44602,47014
24175,73329,71267,70671,64250,60197,63797,73009,71940,80238
24176,61506,40313,47115,58050,61058,64318,71594,81597,92292
24179,49793,50035,50819,48789,50174,49150,50483,53108,53254
24184,52300,52773,49688,43384,52536,46861,49549,55265,56711
24185,39773,34838,44559,49554,53429,54537,64500,60484,60500
24201,32430,30733,31977,33962,35378,35636,37374,37882,36867
24202,39936,43418,43996,43494,42221,41999,44731,44356,47077
24210,38600,41010,39229,39742,42417,41136,40554,42162,43997
24211,50839,50881,50598,50046,52769,58641,61697,61193,64219
24216,26250,28106,29091,29898,30052,26063,26750,27830,27250
24217,34350,35375,45147,45167,,23036,16779,18796,19000
24219,37169,35948,37258,39266,40704,40199,42721,44703,50998
24220,34764,37500,46923,39500,34659,-666666666,34600,40074,41929
24221,50326,50781,44938,44034,43291,39539,34034,27250,28906
24224,29673,35306,34390,34886,33137,35584,35465,34393,35200
24225,29590,23021,28427,28568,29118,26477,31354,26875,33405
24226,28000,27794,31765,34766,37652,37931,31574,30284,29848
24228,30132,32488,32612,32317,33958,32285,31700,29803,32853
24230,32166,32011,32777,33281,30741,31345,32339,36385,39811
24236,31948,32083,32083,30694,33542,31970,34250,34615,32587
24237,17155,23571,24545,25800,24833,26912,40286,28173,23472
24239,29125,13947,26250,25750,,-666666666,38017,-666666666,26932
24243,34181,38008,34583,36250,40833,43080,43889,47333,48537
24244,34286,34009,33137,30696,31489,31392,34125,36711,37500
24245,16366,20139,23219,23690,24708,26480,26581,30764,32393
24246,15375,15838,16385,17473,21581,21917,-666666666,23972,31161
24248,30761,29362,25972,25750,25536,29327,31036,32923,31296
24250,36620,37773,46929,55000,48750,48438,55913,39590,39597
24251,38106,40137,40417,38057,39345,40490,41310,41744,43848
24256,27099,29010,28523,24878,28578,25440,25393,25647,27975
24258,42083,43703,43611,43478,39196,39423,39464,41490,36989
24260,31926,31115,30846,30737,31287,32612,31294,30786,31299
24263,32683,32113,32312,37434,37273,35833,36563,38353,36536
24265,40556,41017,39213,35179,17981,16838,18125,18750,20776
24266,34063,36196,37569,36625,39589,48192,47540,44412,42872
24269,17400,16522,25250,28281,25000,23393,-666666666,-666666666,-666666666
24270,41827,31607,27083,30000,30216,31034,33784,39625,42038
24271,35987,34268,36815,37614,38523,31516,36625,33088,33056
24272,20652,20729,23333,22000,21058,20500,19521,19787,18148
24273,37688,41047,43781,40009,35596,34458,32591,31240,30667
24277,29505,27236,29663,27845,26896,28556,27483,24882,25806
24279,38705,35967,36114,38217,37601,37634,38603,41736,36934
24280,45818,38194,45139,42614,44500,43920,44345,44318,44118
24281,23784,32667,22902,25714,24288,24475,24660,24944,28472
24282,27892,27610,24716,24600,22220,22091,24286,24509,27386
24283,34313,36081,40026,38684,40050,32136,31266,32634,33559
24290,31913,36944,37279,33780,32768,32772,33143,32564,33462
24292,33026,29276,30536,31250,36458,32250,24464,23654,24844
24293,39395,42280,45880,44418,44200,44043,42882,41201,40060
24301,35757,36072,37667,39607,40762,40184,43277,47844,51072
24311,31688,37841,38000,34899,30667,29961,31189,27444,32115
24312,29104,29032,29778,31000,34063,34023,34198,36277,37044
24313,34239,26940,26741,25643,25071,25795,31144,30341,35417
24314,38462,53804,56858,54375,57829,62250,51923,56250,50057
24315,43107,40201,37054,39485,39688,40774,43564,47283,50602
24316,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666,-666666666
24317,31112,31014,30955,29792,30642,35588,36431,41977,38947
24318,36023,46146,47260,60156,58824,60368,58295,61023,50179
24319,35089,36475,36520,42694,43449,47437,47222,49792,49114
24322,15740,16648,17470,45750,43077,44167,44808,44917,-666666666
24323,29565,28444,30441,29265,33681,-666666666,40568,67692,51705
24324,42917,43585,51051,53715,55683,56280,59800,64886,68482
24325,40119,43657,42672,39375,36818,30921,27330,35759,37115
24326,31094,26458,28300,30272,34063,33388,44219,37917,47955
24328,46450,40391,47177,41576,45739,45901,47331,43914,47885
24330,21882,23500,25637,24970,26215,27056,31828,32083,30885
24333,30833,29260,31489,30779,31308,33534,36189,36227,39911
24340,35585,38922,38735,40964,41250,44750,48261,50067,47668
24343,39764,36250,33459,33493,33670,36504,39372,43528,44981
24347,39611,50656,52587,46950,49659,48787,51414,52321,53333
24348,38162,43290,38750,33315,31358,30047,29911,34282,37125
24350,38723,34214,26786,27138,35665,35227,46250,43717,41042
24351,29605,24966,24757,24651,23299,20938,16250,17014,16783
24352,34241,36563,33182,40982,40357,29776,30917,42770,28675
24354,35702,33384,37673,37481,37515,38420,40273,40124,38389
24360,45156,45545,47132,45156,46832,48655,50958,51985,54923
24361,35813,34694,35060,34929,38676,48698,49283,53688,57198
24363,34141,34630,32083,27411,29271,30221,28750,31141,33500
24366,43024,49076,44917,45979,45698,36250,47831,47250,39492
24368,43780,44243,45781,46888,48015,44302,47534,47019,50727
24370,30678,26548,33340,29325,28628,29419,31801,31405,34926
24374,36071,37941,40140,34542,41722,42109,40156,40119,36975
24375,36932,36991,40030,38417,40100,43077,50114,46307,52029
24377,54191,51932,52188,57143,54688,60577,51250,51324,51083
24378,25391,32500,32926,31818,32965,32230,30556,26833,26528
24380,50601,44196,51854,44057,42292,37185,44835,45264,56667
24381,35349,31774,32399,40924,45778,51845,51607,55682,55573
